Dendrometer,Timestamp,Radius.OG,Radius,jumpStart
FB5b,2023-03-08T00:15:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T00:30:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T00:45:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T01:00:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T01:15:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T01:30:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T01:45:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T02:00:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T02:15:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T02:30:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T02:45:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T03:00:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T03:15:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T03:30:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T03:45:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T04:00:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T04:15:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T04:30:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T04:45:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T05:00:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T05:15:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T05:30:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T05:45:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T06:00:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T06:15:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T06:30:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T06:45:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T07:00:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T07:15:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T07:30:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T07:45:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T08:00:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T08:15:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T08:30:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T08:45:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T09:00:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T09:15:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T09:30:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T09:45:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T10:00:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T10:15:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T10:30:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T10:45:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T11:00:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T11:15:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T11:30:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T11:45:00Z,2767.631257258114,2767.631257258114,NA
FB5b,2023-03-08T12:00:00Z,2767.3595745981297,2767.3595745981297,NA
FB5b,2023-03-08T12:15:00Z,2767.631257258114,2767.631257258114,NA
